p_id,name,price,colour,brand,img,ratingcount,avg_rating,description,p_attributes,rating_category,price_category
P727,Only Green & White Geometric Printed Boxy Top,2499.0,Green,ONLY,http://assets.myntassets.com/assets/images/15179530/2021/8/18/ff2080bc-e3ad-4948-8d69-6997dc09444f1629272049348onlygreengeometricempiretop1.jpg,210,3.1,Green and white regular boxy top Geometric print Vneck short puff sleeve sleeves Lace inserts detail Woven cotton ulCotton blend br Machine washThe model height 58 is wearing a size S,body or garment size tofit denotes body measurements in center front open no character na closure na fabric cotton blend fabric type cotton length regular lining na main trend new basics multipack set na neck vneck occasion casual pattern printed print or pattern type geometric sleeve length short sleeves sleeve styling puff sleeves surface styling lace inserts sustainable regular transparency opaque type boxy wash care machine wash weave type woven taxmaterial na,AVERAGE,High
P728,Faballey Pink Georgette Ruched Peplum Top,1400.0,Pink,FABALLEY,http://assets.myntassets.com/assets/images/15217260/2021/8/21/932679c0-c3e1-440d-bbd4-0159a231e35f1629541945503faballeypinkgeorgetteregulartop1.jpg,250,4.2,ulliPink peplum topliliSolidliliVneck long puff sleevesliliWoven georgetteliulPolyester br Machine washThe model height 58 is wearing a size S,body shape id 333424 body or garment size tofit denotes body measurements in center front open no character na closure na fabric polyester fabric type georgette length regular lining has a lining main trend new basics multipack set na neck vneck occasion casual pattern solid print or pattern type solid sleeve length long sleeves sleeve styling puff sleeves surface styling na sustainable regular transparency opaque type peplum wash care machine wash weave type woven taxmaterial na,GOOD,Medium
P729,Mango Off White Satin Finish Extended Sleeves Top,3390.0,Off White,MANGO,http://assets.myntassets.com/assets/images/17808618/2022/5/26/04f84957-aa13-4364-9ed0-7dd634f05b8e1653544574451mangooffwhitetop1.jpg,60,3.2,ulliOff white regular topliliSolidliliSatin finishliliGathered High neckliliShort extended sleevesliliWovenliliButton closure on the backliulThe model height 58 is wearing a size S100 viscosebrMachinewash,body shape id 333 care for me follow the fabric care label warm machine wash is recommendedrncan be tumble dried in a cool settingrnprevent static buildup by drying while damp rnuse low heat to iron center front open no character na closure na fabric polyester fabric type satin length regular lining na main trend new basics multipack set na neck high neck occasion casual pattern solid print or pattern type solid sleeve length short sleeves sleeve styling extended sleeves surface styling gathered or pleated sustainable regular transparency opaque type regular wash care machine wash weave type woven wedding na taxmaterial na,AVERAGE,High
P730,Momtobe Women Black Floral Printed Maternity Top,2997.0,Black,MOMTOBE,http://assets.myntassets.com/assets/images/17080046/2022/2/7/b6341ea0-8a02-4c0a-99a8-520497670c8d1644257908928momtobeblackfloralprinttop1.jpg,150,4.4,Black regular aline top Floral print Round neck threequarter bell sleeve sleeves Woven Concealed zip closure ulViscose RayonbrRegular Machine WashThe model height 58 is wearing a size S,body shape id 443333424 body or garment size garment measurements in care for me follow the washcare label on garment use cold water with mild detergents when handwashing or opt for delicate setting when machine washingbrrnalways wash insideout to preserve colourbrrnnever wring or tumble dry dry flat on a towel or hang on coat hangersbrrniron on the reverse side with medium heat center front open no character na closure concealed zip contact brand or retailer for presales product queries supportmomtobein fabric viscose rayon fabric type na length regular lining na main trend floral print multipack set na neck round neck occasion maternity pattern printed print or pattern type floral sleeve length threequarter sleeves sleeve styling bell sleeves surface styling na sustainable regular transparency opaque type aline wash care machine wash weave type woven taxmaterial na,GOOD,High
P731,Roadster Women Black Solid Cut-Out Fitted Crop Top,1099.0,Black,ROADSTER,http://assets.myntassets.com/assets/images/14935492/2022/3/3/fad77c80-6a41-4b21-93a2-5c4e38b20dc91646289213262-roadster-women-tops-2091646289212639-1.jpg,290,4.6,ULLIBLACK CROP FITTED TOPLILISOLIDLILIROUND NECK SHORT REGULAR SLEEVESLILICUT OUT DETAILLILIKNITTEDLIULCOTTON BLEND BR MACHINE WASHTHE MODEL HEIGHT 58 IS WEARING A SIZE S,body shape id 424 body or garment size tofit denotes body measurements in care for me na center front open no character na closure na fabric cotton blend fabric type na length crop lining na main trend new basics multipack set na neck round neck occasion casual pattern solid print or pattern type solid sleeve length short sleeves sleeve styling regular sleeves surface styling cut out sustainable regular transparency opaque type fitted wash care machine wash weave type knitted wedding na taxmaterial na,GOOD,Medium
P732,Neudis Red Cowl Neck Satin Top,1499.0,Red,NEUDIS,http://assets.myntassets.com/assets/images/18489222/2022/5/28/dc3cc050-421f-49b6-8afc-03cc214185451653722879400neudiswomenredsatinsolidcowlneckregulartop1.jpg,60,4.2,Red regular top Solid Cowl neck sleeveless no sleeves Woven satin ulpMaterial Satin PolyesterCare Machine Wash Wash Dark Colors Separately Do Not Bleach Dry in ShadepThe model height 58 is wearing a size S,body shape id 324 body or garment size garment measurements in care for me satin items are to be washed by hand or on the delicate cycle of your washerbrrnuse cold water along with a gentle detergentbrrnwhen handwashing let the item soak in sudsy water for about 3 to 5 minutesbrrndo not wring or twist your satin clothing as it will cause it to loose its shape center front open no character na closure na contact brand or retailer for presales product queries caredhroharcom fabric satin fabric type satin length regular lining na main trend new basics multipack set na neck cowl neck occasion casual pattern solid print or pattern type solid sleeve length sleeveless sleeve styling no sleeves style tip with this musthave top from neudis you can set your tone for the season put on this piece with a pair of dark slim jeans and neutral pump heel for a casual but sophisticated date ensemble surface styling na sustainable regular transparency opaque type regular wash care machine wash weave type woven wedding guests gifting wheretowear with this musthave top from neudis you can set your tone for the season put on this piece with a pair of dark slim jeans and neutral pump heel for a casual but sophisticated date ensemble taxmaterial na,GOOD,Medium
P733,Tokyo Talkies Women Black Embroidered Sheer Pure Cotton Top,1199.0,Black,TOKYO TALKIES,http://assets.myntassets.com/assets/images/productimage/2018/11/6/9ce4597f-2b02-4979-a6c3-8675739030cf1541511213657-1.jpg,10010,4.3,black embroidered woven regular sheer top has a boatnbsp neck threequarter sleeves button closurebrcomes with a matching camisolepoly georgettebrmachinewashthe model height 58 is wearing a size s,body shape id 424 body or garment size tofit denotes body measurements in center front open no character na closure na fabric pure cotton fabric type georgette length crop lining na main trend sheer multipack set na neck boat neck occasion casual pattern embellished print or pattern type embellished sleeve length threequarter sleeves sleeve styling regular sleeves surface styling embroidered sustainable regular transparency sheer type regular wash care machine wash weave type woven taxmaterial na,GOOD,Medium
P734,Sassafras Women Stunning Blue Romantic Florals Top,1599.0,Blue,SASSAFRAS,http://assets.myntassets.com/assets/images/16707752/2022/1/20/f771a668-2a83-4b61-832f-3b87ab969d4c1642655804903-sassafras-women-tops-9131642655804376-1.jpg,330,3.7,Smart and stylish this top will make for a great addition to your closet Featuring tieup neck and threequarter puff sleeves this top is sure to make you look attractivenbspulliStunning blue colourliliBeautiful floral printliliTieup neckliliThreequarter puff sleevesliliPolyester dry cleanliulbTrend AlertbbrSymbols of freshness and beauty romantic florals in vibrant hues are blended with flowy silhouettes and ethnic motifs to create fashionable yet comfy ensembles Featuring exaggerated silhouettes chic frills ruffles floral patterns exquisite sheer detailing romantic florals are the epitome of youthful beautyp100 PolyesterpThe model height 58 is wearing a size S,body shape id 324424 body or garment size tofit denotes body measurements in care for me follow the fabric care label warm machine wash is recommendedrncan be tumble dried in a cool settingrnprevent static buildup by drying while damp rnuse low heat to iron center front open no character na closure tieups fabric polyester fabric type na length regular lining na main trend floral print multipack set na neck tieup neck occasion casual pattern printed print or pattern type floral sleeve length threequarter sleeves sleeve styling puff sleeves style tip jazz things up with glittering teardrop earrings platform heels and oval sunglasses surface styling tieups sustainable regular transparency opaque type regular wash care dry clean weave type woven wheretowear grab coffee or lunch with friends taxmaterial na,AVERAGE,Medium
P735,H&M Women Yellow Rapid-Dry Sports Top,1299.0,Yellow,H&M,http://assets.myntassets.com/assets/images/17964932/2022/4/21/79a8e3a1-e70b-44d0-aebb-ff456ea78b851650519547358sportstop1.jpg,90,4.6,pStraightcut sports top in fastdrying mesh with short sleeves and a rounded hem Slightly longer at the back The polyester content of the top is recycledp87 Polyester 13 ElastanebrMachine WashnbspbrThe model height 58 is wearing a size Sbr,body shape id 443333424 body or garment size garment measurements in center front open no character na closure na fabric polyester fabric type na length regular lining na main trend new basics multipack set na neck round neck occasion casual pattern striped print or pattern type horizontal stripes sleeve length short sleeves sleeve styling regular sleeves surface styling na sustainable regular transparency opaque type regular wash care machine wash weave type woven wedding na taxmaterial na,GOOD,Medium
P736,Rare Off White & Blue Floral Sweetheart Neck Regular Crop Top,1299.0,Off White,RARE,http://assets.myntassets.com/assets/images/15961474/2021/10/28/267cebd1-a6fe-41ae-acf1-49dd238a3cca1635426557725rareoffwhitefloralsmockedregularcroptop1.jpg,110,4.5,off white and blue crop regular top floral print sweetheart neck sleeveless no sleeves smocked detail woven button closure ulphand wash in cold water dry in shade for lasting colorpthe model height 58 is wearing a size s,body shape id 333424 body or garment size tofit denotes body measurements in care for me follow the garment wash care labelbrrncan be tumble dried in a cool setting if machine washedbrrnprevent static buildup by drying while dampbrrnuse low heat to iron center front open yes character na closure button fabric polyester fabric type na length crop lining na main trend floral print multipack set na neck sweetheart neck occasion casual pattern printed print or pattern type floral sleeve length sleeveless sleeve styling no sleeves surface styling smocking sustainable regular transparency opaque type regular wash care machine wash weave type woven taxmaterial na,GOOD,Medium
P737,Sassafras Women Fluorescent Green Solid Pure Cotton Top,999.0,Fluorescent Green,SASSAFRAS,http://assets.myntassets.com/assets/images/12288210/2020/8/25/a0000eff-c1f7-4900-ae0f-9f9fd2d2b09f1598358281926-sassafras-women-fluorescent-green-solid-top-3371598358280514-1.jpg,1750,4.5,Fluorescent Green solid knitted regular top with twisted detail has a round neck and short sleevesThe model height 58 is wearing a size SMaterial Pure Cottonbr Machine Wash,body shape id 443333424 body or garment size tofit denotes body measurements in center front open no character na closure na fabric pure cotton fabric type cotton length regular lining na main trend new basics multipack set na neck round neck occasion casual pattern solid print or pattern type solid sleeve length short sleeves sleeve styling regular sleeves surface styling twisted sustainable regular transparency opaque type regular wash care machine wash weave type knitted taxmaterial na,GOOD,Low
P738,Van Heusen Navy Blue Floral Print Shirt Style Top,2299.0,Navy Blue,VAN HEUSEN,http://assets.myntassets.com/assets/images/17622578/2022/4/13/d061ddc5-4ac2-424b-897d-9b37477bc80f1649828973691-van-heusen-women-tops-8621649828973181-1.jpg,90,4.6,Navy blue regular shirt style top Floral print Shirt collar long cuffed sleeves Woven Button closure ul100 ViscosebrMachine WashbrSize worn by the model SbrChest 34brHeight 510br,body shape id 333324424 body or garment size garment measurements in care for me na center front open no character na closure button fabric viscose rayon fabric type na length regular lining na main trend new basics multipack set na neck shirt collar occasion casual pattern printed print or pattern type floral sleeve length long sleeves sleeve styling cuffed sleeves surface styling na sustainable regular transparency opaque type shirt style wash care machine wash weave type woven wedding na taxmaterial na,GOOD,High
P739,Harpa Blue & Pink Floral Print Crepe Top,1299.0,Blue,HARPA,http://assets.myntassets.com/assets/images/17301638/2022/2/26/c81b1760-0a03-4583-8565-a43e48425ca21645848396387harpabluefloralprintcrepetop1.jpg,210,3.1,ulliBlue and pink regular fitted topliliFloral printliliSquare neck threequarter bishop sleevesliliGathered or pleated detailliliSmocked detailliliWoven crepeliul100 PolyesterbrMachine washThe model height 58 is wearing a size S,body shape id 324424 body or garment size tofit denotes body measurements in care for me center front open no character na closure na fabric polyester fabric type crepe length regular lining na main trend floral print multipack set na neck square neck occasion casual pattern printed print or pattern type floral sleeve length threequarter sleeves sleeve styling bishop sleeves surface styling gathered or pleated sustainable regular transparency opaque type fitted wash care hand wash weave type woven wedding na taxmaterial na,AVERAGE,Medium
P740,Qurvii Plus Size Women Burgundy Semi-Sheer Self Design Top,2495.0,Burgundy,QURVII,http://assets.myntassets.com/assets/images/11401294/2020/2/18/c5ca5a07-786c-4399-aad8-c5981c0f616f1582008164157-qurvii-women-tops-4931582008162379-1.jpg,480,4.0,Burgundy selfdesign semisheer woven regular top has a mandarin collar and long sleevesMaterial Poly georgettebrMachine WashThe model height 58 is wearing a size S,body shape id 443333324424 body or garment size garment measurements in closure na fabric polyester fabric type georgette length regular lining has a lining main trend new basics neck mandarin collar occasion casual pattern self design print or pattern type self design sleeve length long sleeves sleeve styling bell sleeves surface styling na transparency semi sheer type regular wash care machine wash weave type woven taxmaterial na,AVERAGE,High
P741,Athena Fluorescent Green Solid Cut Out Top,1499.0,Fluorescent Green,ATHENA,http://assets.myntassets.com/assets/images/18076072/2022/5/14/c1836053-c182-4652-aa76-be25a828b7ec1652528589280-athena-neon-green-one-shoulder-top-3781652528588869-1.jpg,90,3.0,Alluring in looks this chic top is sure to fetch you lots of compliments Its solid pattern and oneshoulder design are sure to make you look beautifulnbspulliFluorescent green colourliliClassic solid patternliliOneshoulderliliSleevelessliliPolyester hand washliulbTrend AlertbbrHigh on trend cut out basics are unique and classy silhouettes that feature twotoned colourblock styles that create a beautiful interest Designed with asymmetric or diagonal cutout placements on the sides shoulders bust front and back cuts waist and so on these ensembles look distinct Attractive prints and patterns like sugar rush shoreline charm expressive skins joyful blooms vibrant vacay and more jazz them upThe model height 58 is wearing a size SpHandwashp,body shape id 324424 body or garment size tofit denotes body measurements in care for me follow the garment wash care labelbrrncan be tumble dried in a cool setting if machine washedbrrnprevent static buildup by drying while dampbrrnuse low heat to iron center front open no character na closure na fabric polyester fabric type na length regular lining na main trend new basics multipack set na neck one shoulder occasion casual pattern solid print or pattern type solid sleeve length sleeveless sleeve styling no sleeves style tip amp up your look with glittering teardrop earrings cute wedges and square glares surface styling cut out sustainable regular transparency opaque type fitted wash care hand wash weave type knitted wedding na wheretowear look stunning at the club with friends taxmaterial na,AVERAGE,Medium
P742,Chemistry Red Round Neck Smocked Puff Sleeve Top,1599.0,Red,CHEMISTRY,http://assets.myntassets.com/assets/images/16898642/2022/6/21/ec421046-b7af-4a16-8ab1-3b9e25a94d581655793786968-chemistry-red-round-neck-smocked-puff-sleeve-top-71516557937-1.jpg,320,4.4,ulliRed regular top with smocking detailliliSolidliliRound neck short puff sleeve sleevesliliGathered or pleated detailliliWovenliliTieups closureliulThe model height 58 is wearing a size S100 Viscose rayonbrMachine wash,body shape id 443333424 body or garment size tofit denotes body measurements in care for me dry cleaning is recommendedrnuse cold water with mild detergents when handwashing or opt for delicate setting when machine washingrnalways wash insideout to preserve colourrnnever wring or tumble dry dry flat on a towel or hang on coat hangersrniron on the reverse side with medium heat center front open no character na closure tieups fabric viscose rayon fabric type na length regular lining na main trend smocked multipack set na neck round neck occasion casual pattern solid print or pattern type solid sleeve length short sleeves sleeve styling puff sleeves surface styling gathered or pleated sustainable regular transparency opaque type regular wash care machine wash weave type woven wedding na taxmaterial na,GOOD,Medium
P743,Tokyo Talkies Sea Green Cut-Out Knitted Crop Top,699.0,Sea Green,TOKYO TALKIES,http://assets.myntassets.com/assets/images/17538040/2022/3/15/03cbb7aa-f50b-422c-ac88-b1b3cada8f961647336308193tokyotalkiesgreencroptop1.jpg,570,4.2,ulliSea green crop regular topliliSolidliliRound neck short regular sleevesliliCut out detailliliKnittedliul96 Polyester 4 SpandexbrMachine washThe model height 58 is wearing a size S,body shape id 333424 body or garment size tofit denotes body measurements in care for me follow the fabric care label warm machine wash is recommendedrncan be tumble dried in a cool settingrnprevent static buildup by drying while damp rnuse low heat to iron center front open no character na closure na fabric polyester fabric type na length crop lining na main trend knits multipack set na neck round neck occasion casual pattern solid print or pattern type solid sleeve length short sleeves sleeve styling regular sleeves surface styling cut out sustainable regular transparency opaque type regular wash care machine wash weave type knitted wedding na taxmaterial na,GOOD,Low
P744,H&M Women Multicoloured Patterned Crop Top,1299.0,Black,H&M,http://assets.myntassets.com/assets/images/18254994/2022/5/15/4bffdab6-1338-4cef-9088-083b0366fb561652571799994patternedcroptop1.jpg,50,4.4,PSLEEVELESS FITTED CROP TOP IN A PATTERNED WEAVE WITH A VNECK AND CUTOUT SECTION AT THE FRONT NARROW ADJUSTABLE SHOULDER STRAPS AND SMOCKING AT THE BACK UNLINEDPPSLEEVELESS FITTED CROP TOP IN A PATTERNED WEAVE WITH A VNECK AND CUTOUT SECTION AT THE FRONT NARROW ADJUSTABLE SHOULDER STRAPS AND SMOCKING AT THE BACK UNLINEDP1 ELASTANE 99 VISCOSEBRMACHINE WASH,body or garment size garment measurements in center front open no character na closure na fabric viscose rayon fabric type na length crop lining na main trend new basics multipack set na neck shoulder straps occasion casual pattern printed print or pattern type floral sleeve length sleeveless sleeve styling no sleeves surface styling na sustainable regular transparency opaque type bralette wash care machine wash weave type knitted wedding na taxmaterial na,GOOD,Medium
P745,The Pink Moon Plus Size Black Extended Sleeves Sheen Kaftan Top,1999.0,Black,THE PINK MOON,http://assets.myntassets.com/assets/images/17131438/2022/2/11/1b63f32e-7569-41fb-b15f-0a3efc2f67b21644564507040thepinkmoonblackextendedsleevessheenshirtstyletop1.jpg,110,4.1,UL LI BLACK REGULAR KAFTAN TOP LI LI SOLID LI LI SHIRT COLLAR SHORT EXTENDED SLEEVES LI LI SHEEN DETAIL LI LI WOVEN SATIN LI LI BUTTON CLOSURE LI ULPOLYESTERBRMACHINE WASHTHE MODEL HEIGHT 58 IS WEARING A SIZE XXL,body or garment size garment measurements in care for me follow the fabric care label warm machine wash is recommendedrncan be tumble dried in a cool settingrnprevent static buildup by drying while damp rnuse low heat to iron center front open yes character na closure button contact brand or retailer for presales product queries carethepinkmoonin fabric polyester fabric type satin length regular lining na main trend new basics multipack set na neck shirt collar occasion casual pattern solid print or pattern type solid sleeve length short sleeves sleeve styling extended sleeves surface styling sheen sustainable regular transparency opaque type kaftan wash care hand wash weave type woven wedding na taxmaterial na,GOOD,Medium
P746,Friskers White Solid Crop Top,1049.0,White,FRISKERS,http://assets.myntassets.com/assets/images/17313162/2022/2/26/0adfa651-8013-4c65-924a-f284b9f3e1031645887299822friskerswhitetop1.jpg,160,3.9,White crop fitted top Solid High neck long regular sleeves Knitted cotton ulCotton RibbrMachine WashThe model height 58 is wearing a size S,body or garment size garment measurements in care for me machine wash in cold water 30 degree c or low to avoid shrinkagernlinedry in shade to avoid yellowingrnfor whites wash with nonchlorine bleach on a hot water settingrniron when slightly damp center front open no character na closure na fabric pure cotton fabric type cotton length crop lining na main trend new basics multipack set na neck high neck occasion casual pattern solid print or pattern type solid sleeve length long sleeves sleeve styling regular sleeves surface styling na sustainable regular transparency opaque type fitted wash care machine wash weave type knitted wedding na taxmaterial na,AVERAGE,Medium
P747,Marie Claire Olive Green Solid Crinkled Chiffon Top With Tie-Ups With Embellished Detail,1599.0,Olive,MARIE CLAIRE,http://assets.myntassets.com/assets/images/17586398/2022/3/19/623e6c09-a70d-4785-87be-761da5f66bb51647702601447marieclaireolivegreenchiffontop1.jpg,90,4.4,ulliOlive green regular topliliSolidliliRound embellishednbspneck long cuffed sleevesliliGathered or pleated detailliliWoven chiffonliliTieups closureliliAttached liningnbspliulThe model height 58 is wearing a size SPolyesternbspbrmachinewash,body shape id 443333424 body or garment size tofit denotes body measurements in care for me follow the fabric care label warm machine wash is recommendedrncan be tumble dried in a cool settingrnprevent static buildup by drying while damp rnuse low heat to iron center front open no character na closure tieups fabric polyester fabric type chiffon length regular lining has a lining main trend utility or military inspired multipack set na neck round neck occasion casual pattern solid print or pattern type solid sleeve length long sleeves sleeve styling cuffed sleeves surface styling sequined sustainable regular transparency opaque type regular wash care machine wash weave type woven wedding na taxmaterial na,GOOD,Medium
P748,Urbanic Pink & Beige Floral Print Shirt Style Top,1490.0,Pink,URBANIC,http://assets.myntassets.com/assets/images/15841446/2021/11/23/dba9e12c-5e3e-4d65-8614-41da2d52aab21637647016885-urbanic-pink--beige-floral-print-shirt-style-top-16716376470-1.jpg,140,4.0,Pink and beige regular shirt style top Floral print Vneck long regular sleeves Woven Button closure ulPolyesterbrMachinewashThe model height 58 is wearing a size S,body shape id 443333324424 body or garment size garment measurements in care for me center front open yes character na closure button fabric polyester fabric type na length regular lining na main trend floral print multipack set na neck vneck occasion casual pattern printed print or pattern type floral sleeve length long sleeves sleeve styling regular sleeves surface styling na sustainable regular transparency opaque type shirt style wash care machine wash weave type woven taxmaterial na,GOOD,Medium
P749,Vero Moda Olive Green Striped Shirt Style Top,1899.0,Olive,VERO MODA,http://assets.myntassets.com/assets/images/16905126/2022/1/22/b828967b-ba5f-40ba-a2d1-ff4b5e474b671642838975551veromodaolivegreenstripedshirtstyletop5.jpg,110,4.5,ulliolive green regular shirt style toplilivertical stripedlilishirt collarlilishort amp regular sleevesliliwovenliulviscose rayonbrmachine washthe model height 58 is wearing a size s,body shape id 333324424 body or garment size tofit denotes body measurements in care for me follow the washcare label on garment use cold water with mild detergents when handwashing or opt for delicate setting when machine washingbrrnalways wash insideout to preserve colourbrrnnever wring or tumble dry dry flat on a towel or hang on coat hangersbrrniron on the reverse side with medium heat center front open no character na closure na fabric viscose rayon fabric type na length regular lining na main trend new basics multipack set na neck shirt collar occasion casual pattern striped print or pattern type vertical stripes sleeve length short sleeves sleeve styling regular sleeves surface styling na sustainable regular transparency opaque type shirt style wash care machine wash weave type woven taxmaterial na,GOOD,Medium
P750,Marks & Spencer Pink Shirt Style Top,2999.0,Pink,MARKS & SPENCER,http://assets.myntassets.com/assets/images/17000316/2022/2/15/2defd884-4986-4ed1-8504-84eb185988ff1644926689521-marks--spencer-women-tops-3461644926688928-1.jpg,80,4.8,Pink regular shirt style top Solid Shirt collar long cuffed sleeves Woven Button closure ulp100 cottonpThe model height 58 is wearing a size S,body shape id 333324424 body or garment size tofit denotes body measurements in care for me machine wash in cold water 30 degree c or low to avoid shrinkagernlinedry in shade to avoid yellowingrnfor whites wash with nonchlorine bleach on a hot water settingrniron when slightly damp center front open no character na closure button fabric pure cotton fabric type na length regular lining na main trend pocket detailing multipack set na neck shirt collar occasion casual pattern solid print or pattern type solid sleeve length long sleeves sleeve styling cuffed sleeves surface styling na sustainable regular transparency opaque type shirt style wash care machine wash weave type woven taxmaterial na,GOOD,High
P751,Roadster Women Deep Mustard Solid Ruched Top,1399.0,Mustard,ROADSTER,http://assets.myntassets.com/assets/images/14935802/2022/4/22/6c2c194a-5ef0-4ed8-852e-f36d623bcda41650604623526roadsterwomendeepmustardsolidruchedtop1.jpg,220,4.5,keep up with the latest fashion trends with this alluring top designed with a vneck and long flared sleeves this top is sure to stand out from the restnbspullimustard colourliliclassic solid patternlilivnecklililong flared sleeveslilipolyester machine washliulbtrend alertbbra french word that means to gather ruffle or pleat ruching is a sewing technique that gathers seams sleeves bodices and collars in an attractive pattern ruching clings to the silhouette yet conceals problem areas creating a more slender comfortable and figureflattering look that is ideal for staycation outfits65 polyester 33 viscose 2 elastanebrmachine washthe model height 58 is wearing a size s,body shape id 333424 body or garment size tofit denotes body measurements in care for me follow the garment wash care labelbrrncan be tumble dried in a cool setting if machine washedbrrnprevent static buildup by drying while dampbrrnuse low heat to iron center front open no character na closure na fabric polyester fabric type na length crop lining na main trend new basics multipack set na neck vneck occasion casual pattern solid print or pattern type solid sleeve length long sleeves sleeve styling flared sleeves style tip glam up this top with long studded danglers a pair of classy wedges and funky cateye frames surface styling waist tieups sustainable regular transparency opaque type blouson wash care machine wash weave type knitted wheretowear catch lunch at a bistro with friends taxmaterial na,GOOD,Medium
P752,Qomn White & Green Floral Print Pure Cotton Wrap Top,1399.0,White,QOMN,http://assets.myntassets.com/assets/images/17212056/2022/2/19/2ea0f9c2-a5f0-4131-ab48-b458c9ef66151645259359386qomnwhitefloralprintempiretop1.jpg,310,4.2,UL LI WHITE AND GREEN REGULAR WRAP TOP LI LI FLORAL PRINT LI LI VNECK THREEQUARTER REGULAR SLEEVES LI LI GATHERED OR PLEATED DETAIL LI LI WOVEN COTTON LI LI TIEUPS CLOSURE LI ULP100 COTTON HAND WASHPTHE MODEL HEIGHT 58 IS WEARING A SIZE S,body shape id 443333324424 body or garment size garment measurements in care for me machine wash in cold water 30 degree c or low to avoid shrinkagernlinedry in shade to avoid yellowingrnfor whites wash with nonchlorine bleach on a hot water settingrniron when slightly damp center front open no character na closure tieups fabric pure cotton fabric type cotton length regular lining na main trend floral print multipack set na neck vneck occasion ethnic pattern printed print or pattern type floral sleeve length threequarter sleeves sleeve styling regular sleeves surface styling gathered or pleated sustainable regular transparency opaque type wrap wash care hand wash weave type woven wedding na taxmaterial na,GOOD,Medium
P753,Women Touch Grey & White Print Pure Cotton Top,1999.0,Grey,WOMEN TOUCH,http://assets.myntassets.com/assets/images/17236006/2022/2/21/3b86405b-cff2-49d2-88f0-09e7d5a281f31645452058668womentouchprintedtopforwomen1.jpg,220,4.0,Grey and white regular aline top Ethnic motifs print Round neck threequarter regular sleeves Gathered or pleated detail Woven cotton ulThe model height 58 is wearing a size S100 CottonbrMachine washbrWash with like colours,body shape id 443333424 body or garment size garment measurements in care for me center front open no character na closure na contact brand or retailer for presales product queries cc mail id womentouchindiagmailcom cc contact number 91 9983839234 elegance plot no 147 ashind nagar opp oxford international public school sanganer jaipur 302029 raj fabric pure cotton fabric type cotton length regular lining na main trend ethnic print multipack set na neck round neck occasion ethnic pattern printed print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling regular sleeves surface styling gathered or pleated sustainable regular transparency opaque type aline wash care machine wash weave type woven wedding guests gifting wheretowear taxmaterial na,GOOD,Medium
P754,The Roadster Lifestyle Co Lavender Solid Casual Wrap Top,1299.0,Lavender,ROADSTER,http://assets.myntassets.com/assets/images/16902060/2022/3/11/e0a94b35-7dcb-439a-a768-07a6b68c82991646994719553-the-roadster-lifestyle-co-lavender-wrap-top-8581646994718966-1.jpg,570,4.4,Lavender regular wrap top Solid Vneck long regular sleeves Knitted ul35 Polyester 60 Cotton 5 LycrabrMachine washbrSize worn by the model SbrChest 32brHeight 59br,body shape id 443333324424 body or garment size tofit denotes body measurements in care for me follow the washcare label on garment use cold water with mild detergents when handwashing or opt for delicate setting when machine washingbrrnalways wash insideout to preserve colourbrrnnever wring or tumble dry dry flat on a towel or hang on coat hangersbrrniron on the reverse side with medium heat center front open no character na closure na fabric viscose rayon fabric type na length regular lining na main trend new basics multipack set na neck vneck occasion casual pattern solid print or pattern type solid sleeve length long sleeves sleeve styling regular sleeves surface styling na sustainable regular transparency opaque type wrap wash care machine wash weave type knitted wedding na taxmaterial na,GOOD,Medium
P755,Nike Women Black Self-Design Dri-Fit Running Top,2595.0,Black,NIKE,http://assets.myntassets.com/assets/images/17744000/2022/5/19/bbd29489-af2a-407f-817d-d7d346912bf01652951452013aswnkairdfsstop1.jpg,90,4.2,bspecial technologybulliengineered with dryfit technologyliulbrbproduct design detailsbulliblack running topliliselfdesignlilivneck short sleevesliliknitted and wovenliul58 cotton 42 polyesterbrmachine washthe model height 58 is wearing a size s,body shape id 443333324424 body or garment size garment measurements in center front open no character na closure na fabric cotton blend fabric type na length regular lining na main trend typography or slogan print multipack set na neck vneck occasion casual pattern self design print or pattern type self design sleeve length short sleeves sleeve styling regular sleeves surface styling cut out sustainable regular transparency opaque type regular wash care machine wash weave type knitted and woven wedding na taxmaterial na,GOOD,High
P756,Roadster Women Olive Green Printed Top,999.0,Olive,ROADSTER,http://assets.myntassets.com/assets/images/2357270/2018/6/8/23277d7f-067d-4e4e-a88e-7b8ed7538feb1528457228542-roadster-women-tops-9081528457226496-1.jpg,6640,4.1,Olive Green printed woven regular top has a round neck long sleeves50 Cotton 50 ViscosebrMachinewashThe model height 58 is wearing a size S,body shape id 443333424 body or garment size tofit denotes body measurements in closure na fabric cotton blend fabric type na length regular lining na main trend typography or slogan print neck round neck occasion casual pattern printed print or pattern type typography sleeve length long sleeves sleeve styling regular sleeves surface styling na transparency opaque type regular wash care machine wash weave type woven taxmaterial na,GOOD,Low
