p_id,name,price,colour,brand,img,ratingcount,avg_rating,description,p_attributes,rating_category,price_category
P1,Khushal K Women Black Ethnic Motifs Printed Kurta With Palazzos & With Dupatta,5099.0,Black,KHUSHAL K,http://assets.myntassets.com/assets/images/17048614/2022/2/4/b0eb9426-adf2-4802-a6b3-5dbacbc5f2511643971561167khushalkwomenblackethnicmotifsangrakhabeadsandstoneskurtawit7.jpg,45220,4.4,black printed kurta with palazzos with dupatta br br b kurta design b ethnic motifs printed anarkali shape regular style mandarin collar threequarter regular sleeves calf length with flared hem viscose rayon machine weave fabric br b palazzos design b printed palazzos elasticated waistband slipon closure uldupatta length 243 meters widthnbsp88 cmbrthe model height 58 is wearing a size s100 rayonbrmachine wash,addons na body shape id 443333324424 body or garment size garment measurements in bottom closure slipon bottom fabric viscose rayon bottom pattern printed bottom type palazzos character na dupatta with dupatta dupatta border solid dupatta fabric viscose rayon dupatta pattern printed main trend indie prints neck mandarin collar number of pockets na occasion festive ornamentation na pattern coverage placement print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling regular sleeves slit detail na stitch ready to wear sustainable regular technique screen top design styling regular top fabric viscose rayon top hemline flared top length calf length top pattern printed top shape anarkali top type kurta waistband elasticated wash care machine wash weave pattern regular weave type machine weave,GOOD,High
P2,Inweave Women Orange Solid Kurta With Palazzos & Floral Print Dupatta,5899.0,Orange,INWEAVE,http://assets.myntassets.com/assets/images/16524740/2021/12/29/17ab2ac8-2e60-422d-9d20-2527415932361640754214931-strappy-set-in-orange-with-organza-dupatta-5961640754214349-2.jpg,10810,4.1,Orange solid Kurta with Palazzos with dupattabrbrbKurta design bulliSolidliliAline shapeliliRegular styleliliSquare neck sleeveless shoulder strapsliliCalf length with straight hemliliViscose rayon machine weave fabricliulbrbPalazzos design bulliSolid PalazzosliliElasticated waistbandliliZip closureliulbDupatta DesignbulliFloral PrintedliulKurta Fabric Viscose rayonbrBottom FabricnbspViscose rayonbrDupatta Fabric OrganzabrHand washThe model height 58 is wearing a size S,addons na body shape id 443333324424 body or garment size garment measurements in bottom closure zip bottom fabric viscose rayon bottom pattern solid bottom type palazzos character na dupatta with dupatta dupatta border printed dupatta fabric organza dupatta pattern printed main trend na neck square neck number of pockets na occasion fusion ornamentation na pattern coverage none print or pattern type solid sleeve length sleeveless sleeve styling shoulder straps slit detail na stitch ready to wear sustainable regular technique na top design styling regular top fabric viscose rayon top hemline flared top length calf length top pattern solid top shape aline top type kurta waistband elasticated wash care hand wash weave pattern regular weave type machine weave,GOOD,High
P3,Anubhutee Women Navy Blue Ethnic Motifs Embroidered Thread Work Kurta With Trousers & With Dupatta,4899.0,Navy Blue,ANUBHUTEE,http://assets.myntassets.com/assets/images/16331376/2021/12/2/b8c4f90f-683c-48d2-b8ac-19891a87c0651638428628378kurtasets1.jpg,17520,4.2,navy blue embroidered kurta with trousers with dupatta br br b kurta design b ethnic motifs embroidered aline shape regular style round neck threequarter no sleeves thread work detail above knee length with flared hem viscose rayon machine weave fabric br b trousers design b printed trousers elasticated waistband slipon closure ulviscose rayonbrhand washthe model height 58 is wearing a size s,addons na body shape id 333424 body or garment size garment measurements in bottom closure slipon bottom fabric viscose rayon bottom pattern printed bottom type trousers character na dupatta with dupatta dupatta border tassels dupatta fabric voile dupatta pattern embroidered main trend na neck round neck number of pockets na occasion daily ornamentation thread work pattern coverage large print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling no sleeves slit detail na stitch ready to wear style tip sustainable regular technique foil top design styling regular top fabric viscose rayon top hemline flared top length above knee top pattern embroidered top shape aline top type kurta waistband elasticated wash care hand wash weave pattern regular weave type machine weave,GOOD,High
P4,Nayo Women Red Floral Printed Kurta With Trouser & Dupatta,3699.0,Red,NAYO,http://assets.myntassets.com/assets/images/14709966/2021/7/10/d2407657-1f04-4d13-9f52-9e134050489b1625905793495-nayo-women-red-ethnic-motifs-printed-empire-pure-cotton-kurt-1.jpg,41130,4.1,Red printed kurta with trouser and dupattabrbKurta designbulliPrinted kurtaliliAnarkali designliliRound neckliliThreequarter sleevesliliFlared hemliliCalf lengthliulbTrouser designbulliPrinted trousersliliElasticated waistbandliliSlipon closureliulbDupatta designbulliWhite and red printed dupattaliulTop fabric Pure Cotton br Bottom fabric Pure Cotton br Dupatta fabric Cotton Blend br Hand washDupatta length 2 metres approx br The model height 58 is wearing a size S,addons na body shape id 333424 body or garment size garment measurements in bottom closure slipon bottom fabric pure cotton bottom pattern printed bottom type trousers character na dupatta with dupatta dupatta border printed dupatta fabric cotton blend dupatta pattern printed main trend na neck round neck number of pockets na occasion daily ornamentation na pattern coverage large print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling regular sleeves slit detail front slit stitch ready to wear sustainable regular technique na top design styling empire top fabric pure cotton top hemline flared top length calf length top pattern printed top shape anarkali top type kurta waistband elasticated wash care hand wash weave pattern regular weave type machine weave,GOOD,High
P5,Ahika Women Black & Green Printed Straight Kurta,1350.0,Black,AHIKA,http://assets.myntassets.com/assets/images/11056154/2019/12/5/30b0017d-7e72-4d40-9633-ef78d01719741575541717470-ahika-women-black--green-printed-straight-kurta-990157554171-1.jpg,212740,4.0,black and green printed straight kurta has a nitched round neck threequarter sleeves straight hem side slitsmaterial cottonbr machine washthe model height 58 is wearing a size s,body shape id 424 body or garment size garment measurements in colour family monochrome design styling regular fabric cotton fabric 2 na fabric purity pure hemline straight length calf length main trend na neck round neck occasion daily ornamentation na pattern printed print or pattern type ethnic motifs shape straight sleeve length threequarter sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear technique na wash care machine wash weave pattern regular weave type machine weave,AVERAGE,Medium
P6,Ahalyaa Women Beige Floral Printed Regular Gotta Patti Kurta With Palazzos & With Dupatta,6000.0,Beige,AHALYAA,http://assets.myntassets.com/assets/images/14951330/2022/2/16/e6b90907-a613-45e1-9b2e-988caaba36581645010770505-ahalyaa-women-beige-floral-printed-regular-gotta-patti-kurta-1.jpg,17410,3.5,WHEN IN DOUBT ROCK THIS SIMPLE YET STYLISH KURTA SET AT ANY TRADITIONAL FUNCTION IT COMES WITH AN ELEGANT PRINTED KURTA AND SNUG PRINTED PALAZZOS FOR COMFORTNBSPULLIKURTALILICLASSY BEIGE TONELILIATTRACTIVE ROUND NECKLILILONG REGULAR SLEEVESLILICALF LENGTHLILIPOLY CREPE MACHINE WASHLILIPALAZZOSLILIPRINTED PALAZZOSLILIPARTIALLY ELASTICATED WAISTLILIPOLY CREPE MACHINE WASHLILITASSELS BORDERLILIPRINTED PATTERNLILINET MACHINE WASHLIULBTREND ALERTBBRSYMBOLS OF FRESHNESS AND BEAUTY ROMANTIC FLORALS IN VIBRANT HUES AND PRINTS HAVE BEEN A MAINSTAY IN FASHION FOR DECADES RIGHT FROM DELICATE ALLOVER PATTERNS TO ABSTRACT AND OVERSIZED MOTIFS ROMANTIC FLORALS LEND ANY GARMENT A FEMININE TOUCHTOP FABRIC POLY CREPE BR BOTTOM FABRIC POLY CREPE BR DUPATTA FABRIC NET BR MACHINE WASHTHE MODEL HEIGHT 58 IS WEARING A SIZE S,addons na body shape id 443333324424 body or garment size garment measurements in bottom closure slipon bottom fabric poly crepe bottom pattern printed bottom type palazzos character na dupatta with dupatta dupatta border tassels dupatta fabric net dupatta pattern printed main trend floral neck round neck number of pockets na occasion festive ornamentation gotta patti pattern coverage large print or pattern type floral sleeve length long sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear style tip long studded danglers a minaudiere with glimmering stones and an exquisite open bangle sustainable regular technique screen top design styling regular top fabric poly crepe top hemline straight top length calf length top pattern printed top shape straight top type kurta waistband partially elasticated wash care machine wash weave pattern regular weave type machine weave wedding guests gifting wheretowear wear to fun destination weddings,AVERAGE,High
P7,Anouk Women Yellow & White Printed Kurta With Palazzos,1999.0,Yellow,ANOUK,http://assets.myntassets.com/assets/images/13791594/2022/2/14/5ea707f4-8491-4d1c-b520-86a1cff4c86e1644841891629-anouk-women-yellow--white-printed-kurta-with-palazzos-706164-1.jpg,70120,4.2,Yellow and white printed kurta with palazzosbr Yellow and white straight knee length kurta has a round neck threequarter sleeves side slitsbrYellow and white Printed palazzos has partially elasticated waistbandThe model height 58 is wearing a size STop fabric Pure CottonbrBottom fabric Pure CottonbrMachinewash,addons na body shape id 443333324424 body or garment size tofit denotes body measurements in bottom closure na bottom fabric pure cotton bottom pattern printed bottom type palazzos character na dupatta na dupatta border na dupatta fabric na dupatta pattern na main trend na neck round neck occasion daily ornamentation na pattern coverage large print or pattern type floral sleeve length threequarter sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear sustainable regular technique na top design styling regular top fabric pure cotton top hemline straight top length knee length top pattern printed top shape straight top type kurta waistband partially elasticated wash care machine wash weave pattern regular weave type machine weave,GOOD,Medium
P8,Varanga Women Mustard Yellow Floral Yoke Embroidered Straight Kurta,1999.0,Mustard,VARANGA,http://assets.myntassets.com/assets/images/12413214/2021/11/22/bb925efb-80d9-4cb6-838c-df86f1ba3c3e1637570416652-varanga-women-mustard-yellow-floral-yoke-embroidered-straigh-1.jpg,24260,4.3,Mustard yellow floral yoke embroidered straight kurta has a round neck threequarter sleeves straight hem and side slitsThe model height 58 is wearing a size SMaterial 100 CottonbrDry Clean,body shape id 424 body or garment size tofit denotes body measurements in colour family bright design styling regular fabric cotton fabric 2 na fabric purity pure hemline straight length calf length main trend na neck round neck occasion daily ornamentation thread work pattern embroidered print or pattern type floral shape straight sleeve length threequarter sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear sustainable regular technique na wash care dry clean weave pattern regular weave type machine weave,GOOD,Medium
P9,Ahika Women Teal Ethnic Motifs Yoke Design Kurta With Trousers & With Dupatta,3748.0,Teal,AHIKA,http://assets.myntassets.com/assets/images/16600750/2021/12/23/7d7656e5-e37d-4f61-9407-98bd341ca8f91640261029836kurtasets1.jpg,12680,4.1,Teal yoke design Kurta with Trousers with dupatta br br b Kurta design b Ethnic motifs yoke design Aline shape Panelled style Keyhole neck threequarter regular sleeves Calf length with flared hem Poly silk machine weave fabric br b Trousers design b Solid Trousers Partially elasticated waistband Zip closure ulThe model height 58 is wearing a size SbrDupatta length 225 mtr Width 07 mtrKurta Poly SilkbrBottomnbspPoly SilkbrDupatta Art SilkbrHand wash,addons na body shape id 333424 body or garment size garment measurements in bottom closure zip bottom fabric poly silk bottom pattern solid bottom type trousers character na dupatta with dupatta dupatta border taping dupatta fabric art silk dupatta pattern printed main trend na neck keyhole neck number of pockets na occasion festive ornamentation na pattern coverage yoke or border print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling regular sleeves slit detail multiple slits stitch ready to wear sustainable regular technique na top design styling panelled top fabric poly silk top hemline flared top length calf length top pattern yoke design top shape aline top type kurta waistband partially elasticated wash care hand wash weave pattern regular weave type machine weave,GOOD,High
P10,Vishudh Women Navy Blue Floral Printed Regular Pure Cotton Kurta With Palazzos,2149.0,Navy Blue,VISHUDH,http://assets.myntassets.com/assets/images/9867983/2019/5/31/43d65352-9853-498e-95a4-be514df0be901559294212152-vishudh--straight-kurta-with-crop-palazzo-7041559294209627-1.jpg,26760,4.0,Navy blue printed Kurta with Palazzos br br b Kurta design b Floral printed Straight shape Regular style Mandarin collar threequarter rollup sleeves Calf length with straight hem Pure cotton machine weave fabric br b Palazzos design b Printed Palazzos Elasticated waistband Slipon closure ulTop fabric Pure Cotton br Bottom fabric Pure Cotton br Machine washThe model height 58 is wearing a size S,addons na body shape id 443333324424 body or garment size garment measurements in bottom closure slipon bottom fabric pure cotton bottom pattern printed bottom type palazzos character na dupatta na dupatta border na dupatta fabric na dupatta pattern na main trend indigo neck mandarin collar number of pockets na occasion daily ornamentation na pattern coverage large print or pattern type floral sleeve length threequarter sleeves sleeve styling rollup sleeves slit detail side slits stitch ready to wear sustainable regular technique screen top design styling regular top fabric pure cotton top hemline straight top length calf length top pattern printed top shape straight top type kurta waistband elasticated wash care machine wash weave pattern regular weave type machine weave,GOOD,High
P11,Anouk Women Peach-Coloured Yoke Design Mirror-Work Kurta With Trousers & With Dupatta,3799.0,Peach,ANOUK,http://assets.myntassets.com/assets/images/14399798/2022/4/20/4a37718e-8942-479c-a7ea-0b074d53ee4b1650456566424anoukwomenpeach-colouredyokedesignmirror-workkurtawithtrouse1.jpg,9040,4.2,Peachcoloured yoke design kurta with palazzos with dupattabrbrbKurta design bulliEthnic motifs yoke designliliStraight shapeliliRegular styleliliRound neck threequarter regular sleevesliliCalf length with straight hemliliViscose rayon machine weave fabricliulbPalazzos design bulliSolid trousersliliPartially elasticated waistbandliliSlipon closureliliTwo pocketsliulbDupattabulliSolid dupattaliulTop fabric 100 Viscose RayonbrBottom fabric 100 Viscose RayonbrDupatta fabric Poly ChiffonbrHand washThe model height 58 is wearing a size S,addons na body shape id 333424 body or garment size tofit denotes body measurements in bottom closure slipon bottom fabric viscose rayon bottom pattern solid bottom type trousers character na dupatta with dupatta dupatta border na dupatta fabric poly chiffon dupatta pattern solid main trend na neck round neck number of pockets 2 occasion festive ornamentation mirror work pattern coverage yoke or border print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear sustainable regular technique na top design styling regular top fabric viscose rayon top hemline straight top length calf length top pattern yoke design top shape straight top type kurta waistband partially elasticated wash care hand wash weave pattern regular weave type machine weave wedding guests gifting,GOOD,High
P12,Varanga Women Yellow & Peach-Coloured Floral Screen Printed Gotta Patti Straight Kurta,2799.0,Yellow,VARANGA,http://assets.myntassets.com/assets/images/15241816/2021/8/24/d57adb8b-e792-477a-8801-6ea570cd88ef1629800170287varangawomenyellowfloralprintedkeyholeneckthreadworkkurta1.jpg,18110,4.1,ulliColour yellow and peach colouredliliFloral screen printedliliRound neckliliThreequarter regular sleevesliliStraight shape with regular styleliliGotta patti detailliliCalf length with straight hemliliMachine weave regular cottonliulCotton br Hand washbr The model height 58 is wearing a size S,body shape id 424 body or garment size tofit denotes body measurements in colour family bright design styling regular fabric cotton fabric 2 na fabric purity pure hemline straight length calf length main trend floral neck round neck number of pockets na occasion daily ornamentation gotta patti pattern printed print or pattern type floral shape straight sleeve length threequarter sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear sustainable regular technique screen print wash care hand wash weave pattern regular weave type machine weave,GOOD,High
P13,Nan,1198.0,Nan,AHIKA,http://assets.myntassets.com/assets/images/10808284/2019/10/30/c35d059d-a357-4863-bcb1-eacd8c988fb01572422803188-ahika-women-kurtas-8841572422802083-1.jpg,162190,4.1,MAKE A STATEMENT WITH THIS GREEN KURTA THAT EMBODIES THE BEAUTY OF SIMPLE STYLE THIS STRAIGHT KURTA WITH PASTEL FLORAL PRINT ALLOVER ACCENTS KEYHOLE NECK THAT MAKES FOR AN IDEAL PIECE FOR BOTH DAY AND NIGHTBRNBSPULLICOLOUR GREEN WITH WHITE FLORAL ACCENTSLILIKEYHOLE NECKNBSPLILI3Q ROLLUP SLEEVESLILISTRAIGHT SILHOUETTENBSPWITH A FIRM DRAPELILIKNEE LENGTHLILICOTTON MACHINEWASHLILITHE MODEL HEIGHT 58 IS WEARING A SIZE SLIULTHE MODEL HEIGHT 58 IS WEARING A SIZE S,body shape id 424 body or garment size garment measurements in colour family pastel design styling regular fabric cotton fabric 2 na fabric purity pure hemline straight length calf length main trend floral neck keyhole neck number of pockets na occasion daily ornamentation na pattern printed print or pattern type floral shape straight sleeve length threequarter sleeves sleeve styling rollup sleeves slit detail side slits stitch ready to wear sustainable regular technique na wash care machine wash weave pattern regular weave type machine weave,GOOD,Medium
P14,Anouk Women Black & Orange Bandhani Printed Kurta,1699.0,Black,ANOUK,http://assets.myntassets.com/assets/images/14376546/2021/6/11/3a61f2ab-7905-4efc-84e8-df1f74fa08201623409397327-anouk-women-kurtas-1031623409396642-1.jpg,10860,4.4,ulliColour black and orangeliliBandhani printedliliMandarin collarliliButton closureliliSleeveless no sleevesliliAline shape with regular styleliliCalf length with flared hemliliMachine weave regular viscose rayonliulThe model height 58 is wearing a size SViscose rayon br Machine wash,body shape id 424 body or garment size tofit denotes body measurements in colour family monochrome design styling regular fabric viscose rayon fabric 2 na fabric purity synthetic hemline flared length calf length main trend na neck mandarin collar number of pockets na occasion daily ornamentation na pattern printed print or pattern type bandhani shape aline sleeve length sleeveless sleeve styling no sleeves slit detail side slits stitch ready to wear sustainable regular technique foil print wash care machine wash weave pattern regular weave type machine weave,GOOD,Medium
P15,Libas Women Blue Embroidered Panelled Kurta With Churidar & With Dupatta,4999.0,Blue,LIBAS,http://assets.myntassets.com/assets/images/15055304/2021/8/27/0d391a8b-ea8c-4258-86d5-a99b9f3f34201630040200642-libas-women-kurta-sets-5941630040199555-1.jpg,5440,4.3,blue embroidered kurta with churidar with dupatta br br b kurta design b geometric embroidered aline shape panelled style round neck long regular sleeves 2 pockets floor length with flared hem poly georgette machine weave fabric br b churidar design b solid churidar elasticated waistband slipon closure ultop fabric poly georgette br bottom fabric silk blend br dupatta fabric net br hand washthe model height 58 is wearing a size s,addons na body shape id 333424 body or garment size garment measurements in bottom closure slipon bottom fabric silk blend bottom pattern solid bottom type churidar character na dupatta with dupatta dupatta border taping dupatta fabric net dupatta pattern solid main trend na neck round neck number of pockets 2 occasion festive ornamentation na pattern coverage large print or pattern type geometric sleeve length long sleeves sleeve styling regular sleeves slit detail na stitch ready to wear sustainable regular technique na top design styling panelled top fabric poly georgette top hemline flared top length floor length top pattern embroidered top shape aline top type kurta waistband elasticated wash care hand wash weave pattern regular weave type machine weave wedding guests gifting,GOOD,High
P16,Jaipuri Bunaai Women Blue & Orange Ethnic Motifs Printed Kurta With Trousers & Dupatta,3999.0,Blue,JAIPURI BUNAAI,http://assets.myntassets.com/assets/images/productimage/2021/6/25/d6b74d2b-825f-4b34-af01-9d6336045bdb1624612149604-1.jpg,15760,4.0,Blue printed Kurta with Trousers with dupattabrbrbKurta design bulliEthnic motifs printedliliStraight shapeliliRegular styleliliRound neck threequarter regular sleevesliliCalf length with straight hemliliViscose rayon machine weave fabricliulbrbTrousers design bulliPrinted TrousersliliElasticated waistbandliliSlipon closureliulbDupatta design bulliPrinted dupattaliliSolid borderliulTop fabric Viscose Rayon br Bottom fabric Viscose Rayon br Dupatta fabric Viscose Rayon br Machine washThe model height 58 is wearing a size S,addons na body shape id 333424 body or garment size garment measurements in bottom closure slipon bottom fabric viscose rayon bottom pattern printed bottom type trousers character na dupatta with dupatta dupatta border solid dupatta fabric viscose rayon dupatta pattern printed main trend indigo neck round neck number of pockets na occasion daily ornamentation na pattern coverage small print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear sustainable regular technique na top design styling regular top fabric viscose rayon top hemline straight top length calf length top pattern printed top shape straight top type kurta waistband elasticated wash care machine wash weave pattern regular weave type machine weave,GOOD,High
P17,Kalini Women Sea Green Floral Yoke Design Pleated Pure Cotton Top With Skirt & With Dupatta,3999.0,Sea Green,KALINI,http://assets.myntassets.com/assets/images/17581924/2022/3/19/07adcdf7-eee1-4077-b55c-f6608caaa6f01647663614971kaliniwomenseagreenfloralyokedesignpleatedpurecottontopwiths4.jpg,2420,3.9,SEA GREEN YOKE DESIGN TOP WITH SKIRT WITH DUPATTA BR BR B TOP DESIGN B UL LI FLORAL YOKE DESIGN LI LI ALINE SHAPE LI LI PLEATED STYLE LI LI VNECK SHORT FLARED SLEEVES LI LI NA POCKETS LI LI ABOVE KNEE LENGTH WITH CURVED HEM LI LI PURE COTTON MACHINE WEAVE FABRIC LI UL BR B SKIRT DESIGN B UL LI PRINTED SKIRT LI LI ELASTICATED WAISTBAND LI LI ZIP CLOSURE LI ULTHE MODEL HEIGHT 58 IS WEARING A SIZE SPMACHINE WASH AS PER TAGP,addons na body shape id 443333324424 body or garment size tofit denotes body measurements in bottom closure zip bottom fabric pure cotton bottom pattern printed bottom type skirt character na dupatta with dupatta dupatta border printed dupatta fabric pure cotton dupatta pattern printed neck vneck number of pockets na occasion daily ornamentation na pattern coverage large print or pattern type floral sleeve length short sleeves sleeve styling flared sleeves slit detail front slit stitch ready to wear sustainable sustainable technique na top design styling pleated top fabric pure cotton top hemline curved top length above knee top pattern yoke design top shape aline top type top waistband elasticated wash care machine wash weave pattern regular weave type machine weave,AVERAGE,High
P18,Indo Era Women Blue & Green Printed Kurta With Palazzos & Dupatta,4599.0,Blue,INDO ERA,http://assets.myntassets.com/assets/images/13810898/2021/4/6/6bc412bb-3cc6-4def-8833-f5580b0cc06a1617706648250-indo-era-green-printed-straight-kurta-palazzo-with-dupatta-s-1.jpg,17170,4.3,blue and green printed kurta with palazzos and dupattabrblue and green straight calf length kurta has a mandarin collar threequarter sleeves side slitsbrgreen solid palazzos has partially elasticated waistband slipon closurebrblue and green printed dupatta has printed borderthe model height 58 is wearing a size skurta fabric pure cottonbrbottom fabric pure cottonbrdupatta fabric pure cottonbrhandwash,addons na body shape id 443333324424 body or garment size garment measurements in bottom closure slipon bottom fabric pure cotton bottom pattern solid bottom type palazzos character na dupatta with dupatta dupatta border printed dupatta fabric pure cotton dupatta pattern printed main trend na neck mandarin collar number of pockets na occasion festive ornamentation na pattern coverage large print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear sustainable regular technique na top design styling regular top fabric pure cotton top hemline straight top length calf length top pattern printed top shape straight top type kurta waistband partially elasticated wash care hand wash weave pattern regular weave type machine weave,GOOD,High
P19,Ishin Women Red & Orange Bandhani Print Anarkali Kurta,5399.0,Red,ISHIN,http://assets.myntassets.com/assets/images/12766966/2020/11/19/d1a4cc48-ff90-47ab-ad36-800743e83d641605767381033-ishin-womens-rayon-red-bandhani-print-embellished-anarkali-k-1.jpg,23910,4.2,Red orange and pink bandhani printed anarkali kurta with gotta patti detailing has a round neck threequarter sleeves and flared hemMaterial Viscose Rayonbr Dry CleanThe model height 58 is wearing a size S,body shape id 424 body or garment size garment measurements in colour family bright design styling regular fabric viscose rayon fabric 2 na fabric purity pure hemline flared length ankle length main trend floral neck round neck number of pockets na occasion festive ornamentation gotta patti pattern printed print or pattern type bandhani shape anarkali sleeve length threequarter sleeves sleeve styling regular sleeves slit detail na stitch ready to wear sustainable regular technique bandhani wash care dry clean weave pattern regular weave type machine weave wedding bride wedding squad,GOOD,High
P20,Libas Women Maroon Printed Kurta With Palazzos & Dupatta,3999.0,Maroon,LIBAS,http://assets.myntassets.com/assets/images/productimage/2021/4/5/195aae75-105f-44f3-95d8-04c04501de851617598475258-1.jpg,12430,4.3,maroon printed kurta with palazzos and dupattabr maroon aline calf length kurta has a vneck threequarter sleeves front slitbrmaroon printed palazzos has partially elasticated waistband slipon closurebrmaroon printed dupatta has taping borderthe model height 58 is wearing a size skurta fabric pure cottonbrbottom fabric pure cottonbrdupatta fabric pure cottonbrmachinewash,addons na body shape id 443333324424 body or garment size garment measurements in bottom closure slipon bottom fabric pure cotton bottom pattern printed bottom type palazzos character na dupatta with dupatta dupatta border taping dupatta fabric pure cotton dupatta pattern printed main trend na neck vneck number of pockets na occasion daily ornamentation na pattern coverage large print or pattern type ethnic motifs sleeve length threequarter sleeves sleeve styling flared sleeves slit detail front slit stitch ready to wear sustainable regular technique na top design styling angrakha top fabric pure cotton top hemline flared top length calf length top pattern printed top shape aline top type kurta waistband partially elasticated wash care machine wash weave pattern regular weave type knitted and woven,GOOD,High
P21,Indo Era Folksy Floral Screen Print Cotton Kurta Set,4999.0,Burgundy,INDO ERA,http://assets.myntassets.com/assets/images/11459658/2020/2/15/9b7f8d3f-e48f-4618-8eac-32cee1a0d4111581757541745-indo-era-maroon-floral-printed-a-line-kurta-with-palazzo-set-1.jpg,70310,4.2,This set includes Kurta Trousers and DupattabrbrThe robust flowy silhouette of this piece stands out on its own as does the ethnic floral patterning all over Crafted with precision the intricate stencilling techniques and gotta lace panelling has given this kurta set a sharp edged finishing If daily comfort with a design marvel is what youre looking for in your ethnic wear then youve stumbled upon the right thing hereullibKurtabbrMulberry screen printed ethnic floral pattern allover with gotta lace boat neck 34th sleeves mid calflength with flared hemlilibTrousersbbrBlushed tone in clean cropcut semielasticated waistline with slipon stylinglilibDupattabbrEthnic screen print with striped and solid alternate borderingliliPure cotton handwashliliThe model height 58 is wearing a size Sliul,addons na body shape id 333424 body or garment size garment measurements in bottom closure slipon bottom fabric pure cotton bottom pattern solid bottom type trousers character na dupatta with dupatta dupatta border solid dupatta fabric pure cotton dupatta pattern printed main trend na neck boat neck number of pockets na occasion daily ornamentation gotta patti pattern coverage small print or pattern type floral sleeve length threequarter sleeves sleeve styling regular sleeves slit detail na stitch ready to wear sustainable regular technique screen top design styling panelled top fabric pure cotton top hemline curved top length calf length top pattern printed top shape aline top type kurta waistband partially elasticated wash care hand wash weave pattern regular weave type machine weave,GOOD,High
P22,Nan,5504.0,Maroon,AHALYAA,http://assets.myntassets.com/assets/images/12246214/2021/1/21/fb8fc504-76cd-4d6a-a16e-e20bdc7bebe41611204555225-ahalyaa-women-maroon--gold-printed-kurti-with-sharara--dupat-1.jpg,37240,4.2,MAROON AND GOLD PRINTED KURTI WITH SHARARA AND DUPATTABRMAROON AND GOLD STRAIGHT KNEE LENGTH KURTI HAS A ROUND NECK SLEEVELESS SIDE SLITSBRMAROON AND GOLD PRINTED SHARARA HAS PARTIALLY ELASTICATED WAISTBAND SLIPON CLOSUREBRMAROON AND GOLD PRINTED DUPATTA HAS TAPING BORDERKURTA FABRIC POLY GEORGETTEBRBOTTOM FABRIC POLY GEORGETTEBRDUPATTA FABRIC POLY GEORGETTEBRMACHINEWASHTHE MODEL HEIGHT 58 IS WEARING A SIZE SBRDUPATTA LENGTH 225 MBRDUPATTA WIDTH 052 M,addons na body shape id 443333324424 body or garment size garment measurements in bottom closure slipon bottom fabric poly georgette bottom pattern printed bottom type sharara character na dupatta with dupatta dupatta border taping dupatta fabric poly georgette dupatta pattern printed main trend na neck round neck number of pockets na occasion festive ornamentation sequinned pattern coverage small print or pattern type ethnic motifs sleeve length sleeveless sleeve styling no sleeves slit detail side slits stitch ready to wear sustainable regular technique na top design styling regular top fabric poly georgette top hemline straight top length knee length top pattern printed top shape straight top type kurti waistband partially elasticated wash care machine wash weave pattern regular weave type machine weave wedding guests gifting,GOOD,High
P23,Aasi - House Of Nayo Women Black & Mustard Yellow Solid Kurta With Trousers & Dupatta,2999.0,Black,AASI - HOUSE OF NAYO,http://assets.myntassets.com/assets/images/9438657/2019/5/8/5f44fbff-658c-40f2-ae17-4ae52b7381e31557297223910-aasi---house-of-nayo-women-black--mustard-solid-kurta-with-t-1.jpg,56520,4.1,Black and mustard yellow solid kurta with trousers and dupattabrBlack solid straight calf length kurta has a boat neck threequarter sleeves side slitsbrBlack solid solid trousers has elasticated waistband slipon closurebrBlack and mustard yellow printed dupatta has tassels borderKurta fabric pure cottonbrBottom fabric pure cottonbrDupatta fabric pure cottonbrHandwashThe model height 58 is wearing a size S,body shape id 333424 body or garment size garment measurements in bottom closure slipon bottom fabric pure cotton bottom pattern solid bottom type trousers dupatta with dupatta dupatta border tassels dupatta fabric pure cotton dupatta pattern printed neck boat neck occasion daily ornamentation na pattern coverage none print or pattern type solid sleeve length threequarter sleeves sleeve styling regular sleeves slit detail side slits stitch ready to wear technique na top design styling regular top fabric pure cotton top hemline straight top length calf length top pattern solid top shape straight top type kurta waistband elasticated wash care hand wash weave pattern regular weave type machine weave,GOOD,High
